1,358.932816759,214.720358401,209.37158124
2,176.028706848,155.072101784,151.793574302
3,137.324229395,129.615338081,127.524449579
4,116.221613989,115.995439046,113.859384691
5,102.51274427,108.161614457,106.375326401
6,92.9049601241,103.18923703,100.973217825
7,85.5328704563,99.8771700374,97.7348081754
8,79.9291602745,97.5168595817,95.173489212
9,75.2963285982,95.563517494,92.9110079939
10,71.3306518339,94.2512140817,92.3593309588
11,68.184866384,93.1485601575,90.8742027969
12,65.4415289444,92.8043441404,90.3126673567
13,63.225882048,91.5710581423,89.0737085912
14,61.0204414891,91.4248892365,88.7907067893
15,59.2939183379,90.8630181319,88.3048767478
16,57.7240057321,90.8647984767,88.0187061828
17,56.2696450991,90.8606100627,88.0757380248
18,55.018473494,90.9669080256,88.6676523115
19,53.9915180228,90.3729008433,88.0242617886
20,52.9026412851,91.2531102357,88.2837338442
21,50.4830286219,90.7570047342,88.1076554672
22,47.8846875374,90.7195704742,87.755548447
23,45.7325437811,89.925223869,87.0022088356
24,43.6619234367,89.5547856048,86.6408493301
25,41.8675085927,89.6932047049,86.5932284573
26,40.2065161925,89.828144515,86.344847772
27,38.9330842401,89.9969500046,86.2803721493
28,37.7589164441,89.8447663898,86.3224369763
29,36.6825611068,89.5399453694,86.3071116164
30,35.8185377892,90.1203687226,86.3397679874
31,35.0981526976,90.1234037834,86.4337686918
32,34.404805455,90.1963976281,86.5247249802
33,33.8298672426,90.4625309978,86.6382120324
34,33.4158055211,90.6083019606,86.6743857665
35,32.9917301766,90.402665843,86.4539150716
36,32.5328312688,90.6506622326,86.5479792735
37,32.2846853698,90.7122241546,86.6236239813
38,31.9812289662,90.6916159021,86.5566086605
39,31.7265827295,90.7678467162,86.6580443657
